FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,NewRatingPending,Longitude,Latitude,AddressLine4
1177669,19/00376/COMM,% Arabica,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, 5 KING STREET",COVENT GARDEN,LONDON,WC2E 8HN,4,fhrs_4_en-GB,2019-11-19,533,Westminster,5,0,10,FALSE,,,
1301468,20/00541/COMM,*Eatlife,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2022-03-18,533,Westminster,0,0,5,FALSE,,,
1112323,00214/0034/1/001,1 Rebel,Retailers - other,4613,"THE COLONNADES, 34 PORCHESTER ROAD",,LONDON,W2 6ES,4,fhrs_4_en-GB,2021-08-24,533,Westminster,5,5,10,FALSE,-0.1875248,51.5165486,
1559410,22/00661/COMM,1 Warwick,Restaurant/Cafe/Canteen,1,1-2 WARWICK STREET,,LONDON,W1B 5LR,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1372907,51.5107175,
1540576,22/00545/COMM,1/2 Million,Restaurant/Cafe/Canteen,1,407 OXFORD STREET,,LONDON,W1C 2PA,5,fhrs_5_en-GB,2023-01-16,533,Westminster,5,5,5,FALSE,-0.1508036,51.5140428,
413781,01382/0010/0/002,10 Greek Street,Restaurant/Cafe/Canteen,1,"BASEMENT AND GROUND FLOOR, 10 GREEK STREET",,LONDON,W1D 4DH,5,fhrs_5_en-GB,2022-05-11,533,Westminster,5,5,5,FALSE,-2.9987615,56.6744508,
427714,00159/0100/0/001,100 Club,Restaurant/Cafe/Canteen,1,"BASEMENT, CENTURY HOUSE, 100-102 OXFORD STREET",,LONDON,W1D 1LL,4,fhrs_4_en-GB,2017-02-10,533,Westminster,0,0,10,FALSE,-0.1353078,51.5162165,
412189,00688/0100/0/000,100 Wardour Street,Restaurant/Cafe/Canteen,1,100 WARDOUR STREET,,LONDON,W1F 0TN,5,fhrs_5_en-GB,2022-11-02,533,Westminster,0,0,0,FALSE,,,
1590023,23/00068/COMM,101 West,Retailers - other,4613,101 WESTBOURNE GROVE,,LONDON,W2 4UW,5,fhrs_5_en-GB,2023-03-10,533,Westminster,,,,FALSE,-0.193249,51.5151144,
1209754,19/00523/COMM,104 Restaurant,Restaurant/Cafe/Canteen,1,104 CHEPSTOW ROAD,,LONDON,W2 5QS,5,fhrs_5_en-GB,2022-09-26,533,Westminster,,,,FALSE,-0.1960861,51.5188216,
743933,01123/0106/0/000,106 Baker Street,Restaurant/Cafe/Canteen,1,,,,,4,fhrs_4_en-GB,2023-04-11,533,Westminster,0,5,10,FALSE,,,
413537,01252/0117/0/000,117 Alderney Street,Restaurant/Cafe/Canteen,1,117 ALDERNEY STREET,,LONDON,SW1V 4HE,5,fhrs_5_en-GB,2021-04-19,533,Westminster,5,5,5,FALSE,-0.1423936,51.4890811,
1317137,18/00075/COMM,12 Hay Hill,Restaurant/Cafe/Canteen,1,12 HAY HILL,,LONDON,W1J 8NR,5,fhrs_5_en-GB,2022-07-21,533,Westminster,0,0,0,FALSE,,,
1267306,01379/0122/0/002,122 Great Titchfield Street B&B,Hotel/bed & breakfast/guest house,7842,,,,,5,fhrs_5_en-GB,2021-07-21,533,Westminster,5,5,5,FALSE,,,
1362882,21/00250/COMM,123V,Restaurant/Cafe/Canteen,1,"FENWICKS, 58-63 NEW BOND STREET",,LONDON,W1S 1RJ,5,fhrs_5_en-GB,2021-05-12,533,Westminster,0,0,0,FALSE,-0.1448192,51.513058,
1411839,01576/0180/0/000,180 Pizza,Takeaway/sandwich shop,7844,180 STRAND,,LONDON,WC2R 1EA,5,fhrs_5_en-GB,2022-06-16,533,Westminster,0,0,5,FALSE,-0.1150843,51.5124221,
1553358,22/00610/COMM,1905,Restaurant/Cafe/Canteen,1,40 MORTIMER STREET,,LONDON,W1W 7RQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,,,
1435813,21/00841/COMM,1989 Clubhouse,Pub/bar/nightclub,7843,17 MERCER STREET,,LONDON,WC2H 9QJ,5,fhrs_5_en-GB,2022-06-27,533,Westminster,5,5,0,FALSE,-0.126367,51.5131694,
1026633,18/00011/COMM,1Rebel,Restaurant/Cafe/Canteen,1,4 KEAN STREET,,LONDON,WC2B 4AS,4,fhrs_4_en-GB,2022-06-28,533,Westminster,0,10,10,FALSE,-0.1183657,51.5134895,
850600,00864/0048/A/000,2 Amici,Restaurant/Cafe/Canteen,1,48A ROCHESTER ROW,,LONDON,SW1P 1JU,3,fhrs_3_en-GB,2022-02-22,533,Westminster,5,10,10,FALSE,-0.1366169,51.4947447,
411269,00283/0008/0/001,2 Veneti,Restaurant/Cafe/Canteen,1,8-10 WIGMORE STREET,,LONDON,W1U 2RD,2,fhrs_2_en-GB,2023-03-16,533,Westminster,5,15,5,FALSE,-0.146726,51.5168561,
1584352,23/00026/COMM,20Ft Fried Chicken,Takeaway/sandwich shop,7844,"MARKET HALL WEST END, 9 HOLLES STREET",,LONDON,W1G 0BD,5,fhrs_5_en-GB,2023-01-25,533,Westminster,0,0,5,FALSE,-0.1447501,51.515467,
1361455,21/00242/COMM,21 Soho,Restaurant/Cafe/Canteen,1,3-5 SUTTON ROW,,LONDON,W1D 4NR,4,fhrs_4_en-GB,2023-03-06,533,Westminster,10,5,5,FALSE,,,
1581017,22/00804/COMM,24 Hours Tobacco,Retailers - other,4613,"GOODYER HOUSE, TACHBROOK STREET",,LONDON,SW1V 2NB,Exempt,fhrs_exempt_en-GB,,533,Westminster,,,,FALSE,-0.135224,51.4903971,
1486567,22/00151/COMM,28-50 Wine Workshop & Kitchen,Restaurant/Cafe/Canteen,1,"GROUND FLOOR, PORTLAND HOUSE, 4 GREAT PORTLAND STREET",,LONDON,W1W 8QJ,3,fhrs_3_en-GB,2022-05-05,533,Westminster,10,10,10,FALSE,-0.1405659,51.5159313,
641285,00513/0015/0/000,28-50 Wineworkshop And Kitchen,Restaurant/Cafe/Canteen,1,15-17 MARYLEBONE LANE,,LONDON,W1U 2NE,2,fhrs_2_en-GB,2022-05-04,533,Westminster,5,15,10,FALSE,-0.1504508,51.5163484,
1406467,21/00599/COMM,3 Henrietta St,Restaurant/Cafe/Canteen,1,3 HENRIETTA STREET,,LONDON,WC2E 8PS,5,fhrs_5_en-GB,2023-03-02,533,Westminster,5,5,0,FALSE,-0.1229274,51.5112979,
413833,01405/0031/0/000,31 Below,Restaurant/Cafe/Canteen,1,31 MARYLEBONE HIGH STREET,,LONDON,W1U 4PP,4,fhrs_4_en-GB,2019-02-18,533,Westminster,0,10,0,FALSE,-0.1515499,51.5201696,
1039247,00101/0034/0/000,34,Restaurant/Cafe/Canteen,1,34 GROSVENOR SQUARE,,LONDON,W1K 2HD,5,fhrs_5_en-GB,2022-03-02,533,Westminster,5,5,0,FALSE,-0.1525879,51.5105548,
988456,01205/0016/0/000,3I,Other catering premises,7841,16 PALACE STREET,,LONDON,SW1E 5JD,5,fhrs_5_en-GB,2019-04-25,533,Westminster,0,0,0,FALSE,-0.14137,51.4983093,
428104,01450/0025/0/000,4 Ur Convenience,Retailers - other,4613,25 MOSCOW ROAD,,LONDON,W2 4AH,2,fhrs_2_en-GB,2022-12-10,533,Westminster,0,15,0,FALSE,-0.1888728,51.5124426,
413795,01382/0040/0/000,40 Greek Street,Restaurant/Cafe/Canteen,1,40 GREEK STREET,,LONDON,W1D 4EB,5,fhrs_5_en-GB,2020-03-14,533,Westminster,0,0,0,FALSE,-0.1304571,51.5132437,
412684,00915/0041/0/001,41,Hotel/bed & breakfast/guest house,7842,41 BUCKINGHAM PALACE ROAD,,LONDON,SW1W 0PP,5,fhrs_5_en-GB,2016-02-17,533,Westminster,0,5,0,FALSE,-0.1434355,51.4981802,
1220998,00585/0045/0/000,45 Park Lane,Hotel/bed & breakfast/guest house,7842,45 PARK LANE,,LONDON,W1K 1PN,5,fhrs_5_en-GB,2021-12-14,533,Westminster,5,5,5,FALSE,,,
594703,12/00093/COMM,5 Hertford Street,Pub/bar/nightclub,7843,2-5 HERTFORD STREET,,LONDON,W1J 7RW,5,fhrs_5_en-GB,2023-03-22,533,Westminster,5,5,0,FALSE,-0.1475896,51.5062314,
414671,08/00090/COMM,50 Kalo,Restaurant/Cafe/Canteen,1,7 NORTHUMBERLAND AVENUE,,LONDON,WC2N 5BY,5,fhrs_5_en-GB,2021-04-28,533,Westminster,5,5,5,FALSE,-0.1267294,51.5071501,
1553352,22/00602/COMM,55 Frith St,Restaurant/Cafe/Canteen,1,55 FRITH STREET,,LONDON,W1D 4SJ,3,fhrs_3_en-GB,2022-10-18,533,Westminster,10,10,10,FALSE,-0.1318864,51.5138869,
941360,16/00064/COMM,76 Dean Street,Restaurant/Cafe/Canteen,1,76 DEAN STREET,,LONDON,W1D 3SQ,5,fhrs_5_en-GB,2022-03-08,533,Westminster,0,5,5,FALSE,-0.133053,51.5139055,
1454818,22/00069/COMM,8 Golden Horses,Pub/bar/nightclub,7843,120-122 HORSEFERRY ROAD,,LONDON,SW1P 2EF,3,fhrs_3_en-GB,2022-04-13,533,Westminster,5,10,10,FALSE,-0.1327183,51.4953122,
412156,00683/0086/0/001,86 St James Limited,Other catering premises,7841,"GROUND, 86 ST JAMES'S STREET",,LONDON,SW1A 1PL,5,fhrs_5_en-GB,2023-01-12,533,Westminster,0,5,0,FALSE,-0.1386974,51.5052003,
1320483,21/00030/COMM,9Kitchens/Bom Ltd,Other catering premises,7841,"AVENUES YOUTH PROJECT, 3-7 THIRD AVENUE",,LONDON,W10 4RS,4,fhrs_4_en-GB,2021-10-04,533,Westminster,5,10,5,FALSE,,,
411284,00284/0070/0/000,A Wong,Restaurant/Cafe/Canteen,1,70-71 WILTON ROAD,,LONDON,SW1V 1DE,5,fhrs_5_en-GB,2022-03-08,533,Westminster,5,0,5,FALSE,-0.1405884,51.4930902,
1349136,21/00163/COMM,A2Dominion Group,Other catering premises,7841,"BEETHOVEN CENTRE, THIRD AVENUE",,LONDON,,3,fhrs_3_en-GB,2023-01-17,533,Westminster,,,,FALSE,,,
414270,01585/0129/0/000,Aaraya Hotel London,Hotel/bed & breakfast/guest house,7842,129 SUSSEX GARDENS,,LONDON,W2 2RX,5,fhrs_5_en-GB,2017-06-28,533,Westminster,5,5,5,FALSE,-0.1718107,51.5152804,
411385,00385/0055/0/001,Abasto,Restaurant/Cafe/Canteen,1,55-57 CONNAUGHT STREET,,LONDON,W2 2BB,3,fhrs_3_en-GB,2022-05-10,533,Westminster,10,10,10,FALSE,-0.1666207,51.5142371,
413974,01486/0001/B/000,Abbey Cafe,Retailers - other,4613,1B NUGENT TERRACE,,LONDON,NW8 9QB,3,fhrs_3_en-GB,2022-08-22,533,Westminster,10,10,10,FALSE,-0.1808619,51.5319136,
428089,01378/0034/0/000,Abbey Community Association,Restaurant/Cafe/Canteen,1,34 GREAT SMITH STREET,,LONDON,SW1P 3BU,4,fhrs_4_en-GB,2023-01-18,533,Westminster,0,10,0,FALSE,-0.1296239,51.4973492,
414267,01585/0121/0/001,Abc Hyde Park Hotel,Hotel/bed & breakfast/guest house,7842,"GROUND FLOOR TO THIRD FLOOR, 121 SUSSEX GARDENS",,LONDON,W2 2RU,5,fhrs_5_en-GB,2023-02-10,533,Westminster,5,5,5,FALSE,-0.1715748,51.5154116,
1537472,00160/0060/0/000,Abercorn Middle School,Restaurant/Cafe/Canteen,1,"ABERCORN SCHOOL, 60 PADDINGTON STREET",,LONDON,W1U 4JA,5,fhrs_5_en-GB,2022-09-06,533,Westminster,0,5,5,FALSE,,,
411299,00292/0028/0/000,Abercorn Place School,Restaurant/Cafe/Canteen,1,"ABERCORN SCHOOL, 28 ABERCORN PLACE",,LONDON,NW8 9XP,5,fhrs_5_en-GB,2022-06-08,533,Westminster,0,5,0,FALSE,-0.1797049,51.532723,
410972,00143/0038/0/000,Abercorn School,Restaurant/Cafe/Canteen,1,38 PORTLAND PLACE,,LONDON,W1B 1JQ,5,fhrs_5_en-GB,2022-09-30,533,Westminster,0,5,0,FALSE,0.2908696,51.4544264,
413158,01066/0248/1/000,Abercorn School,Other catering premises,7841,"ABERCORN SCHOOL, 248 MARYLEBONE ROAD",,LONDON,NW1 6JF,5,fhrs_5_en-GB,2016-06-17,533,Westminster,0,5,0,FALSE,-0.1640176,51.5212647,
427832,00572/0163/0/000,Aberdeen Steak House,Restaurant/Cafe/Canteen,1,163-167 PRAED STREET,,LONDON,W2 1RH,4,fhrs_4_en-GB,2023-03-15,533,Westminster,5,10,5,FALSE,-0.1752986,51.5156404,
428069,01266/0021/0/000,Aberdeen Steak House,Restaurant/Cafe/Canteen,1,21-22 COVENTRY STREET,,LONDON,W1D 7AE,5,fhrs_5_en-GB,2023-03-23,533,Westminster,5,5,5,FALSE,-0.1328625,51.5101076,
413182,01082/0003/0/000,Abokado,Restaurant/Cafe/Canteen,1,"GROUND FLOOR, 3 BROADWAY",,LONDON,SW1H 0AZ,5,fhrs_5_en-GB,2022-11-28,533,Westminster,0,0,0,FALSE,-0.1338136,51.4988278,
1531164,22/00469/COMM,Abol Coffee Co,Other catering premises,7841,"FLAT 50, MARY'S COURT, 4",,LONDON,NW1 6EW,Exempt,fhrs_exempt_en-GB,2022-08-11,533,Westminster,,,,FALSE,,,
411290,00284/0082/0/000,About Thyme Restaurant,Restaurant/Cafe/Canteen,1,82 WILTON ROAD,,LONDON,SW1V 1DL,4,fhrs_4_en-GB,2019-10-08,533,Westminster,0,10,5,FALSE,,,
1520505,22/00389/COMM,Abu Afif,Restaurant/Cafe/Canteen,1,350-352 EDGWARE ROAD,,LONDON,W2 1EA,4,fhrs_4_en-GB,2022-06-15,533,Westminster,10,5,5,FALSE,-0.171357,51.5212085,
1520501,22/00383/COMM,Abu Maher,Takeaway/sandwich shop,7844,"UNIT E, QUEENSWAY MARKET, 23-25 QUEENSWAY",,LONDON,W2 4QJ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1873758,51.5109447,
1026632,18/00010/COMM,Abuelo,Restaurant/Cafe/Canteen,1,26 SOUTHAMPTON STREET,,LONDON,WC2E 7JA,4,fhrs_4_en-GB,2022-02-08,533,Westminster,5,5,10,FALSE,-0.1226002,51.5111937,
412894,00963/0007/A/000,Acacus,Restaurant/Cafe/Canteen,1,7A DORSET STREET,,LONDON,W1U 6QN,4,fhrs_4_en-GB,2017-10-13,533,Westminster,5,0,10,FALSE,-0.1555595,51.5197561,
804074,15/00227/COMM,Acai Berry,Restaurant/Cafe/Canteen,1,"GROUND FLOOR UNIT G11, KINGLY COURT, KINGLY COURT",,LONDON,W1B 5PW,4,fhrs_4_en-GB,2022-12-12,533,Westminster,,,,FALSE,-0.1387041,51.5124576,
1516058,00688/0130/0/000,Acai Berry The Aviation Boost,Retailers - other,4613,130 WARDOUR STREET,,LONDON,W1F 8ZN,4,fhrs_4_en-GB,2022-12-09,533,Westminster,10,0,10,FALSE,-0.1344765,51.5143418,
1432423,21/00831/COMM,Acai Do Brazil,Takeaway/sandwich shop,7844,"GROUND FLOOR, 2 GEORGE STREET",,LONDON,W1U 3QR,3,fhrs_3_en-GB,2022-03-18,533,Westminster,10,10,10,FALSE,,,
839682,15/00336/COMM,Acca,Other catering premises,7841,"THE ADELPHI, 1-11 JOHN ADAM STREET",,LONDON,WC2N 6HT,5,fhrs_5_en-GB,2016-02-04,533,Westminster,5,5,0,FALSE,-0.1222111,51.5090922,
1388203,00185/0038/0/000,Accent Catering Services @ Arnold House Huxley,Other catering premises,7841,38 MARLBOROUGH PLACE,,LONDON,NW8 0PE,5,fhrs_5_en-GB,2022-02-22,533,Westminster,0,0,0,FALSE,-0.1814532,51.5344407,
412399,00804/2001/2/000,Acorn Nursery,Restaurant/Cafe/Canteen,1,"MOD MAIN BUILDING, HORSE GUARDS AVENUE",,LONDON,SW1A 2HB,5,fhrs_5_en-GB,2022-07-29,533,Westminster,0,0,0,FALSE,-0.1248602,51.504046,
411069,00160/0029/0/002,Ad Food,Retailers - other,4613,"BASEMENT AND GROUND FLOOR, 29 PADDINGTON STREET",,LONDON,W1U 4HA,4,fhrs_4_en-GB,2022-09-24,533,Westminster,0,10,10,FALSE,-0.1558577,51.5205791,
413580,01271/0012/0/000,Adam & Eve,Restaurant/Cafe/Canteen,1,12 BISHOP'S BRIDGE ROAD,,LONDON,W2 6AA,5,fhrs_5_en-GB,2022-05-12,533,Westminster,5,5,5,FALSE,-0.1806509,51.5180437,
427765,00276/0077/A/000,Adam & Eve,Restaurant/Cafe/Canteen,1,77A WELLS STREET,,LONDON,W1T 3QP,5,fhrs_5_en-GB,2020-12-03,533,Westminster,5,5,5,FALSE,-0.1374582,51.5165025,
427802,00512/0081/0/000,Adam & Eve,Restaurant/Cafe/Canteen,1,81 PETTY FRANCE,,LONDON,SW1H 9EX,5,fhrs_5_en-GB,2022-12-29,533,Westminster,5,5,0,FALSE,-0.1356342,51.4994053,
1366256,21/00255/COMM,Adam Health,Retailers - other,4613,74-78 SEYMOUR PLACE,,LONDON,W1H 2EH,5,fhrs_5_en-GB,2021-07-27,533,Westminster,0,0,0,FALSE,-0.1625682,51.5185981,
1568167,22/00703/COMM,Adam'S Catering Limited,Other catering premises,7841,"GROUND FLOOR, 26 STRUTTON GROUND",,LONDON,SW1P 2HR,AwaitingInspection,fhrs_awaitinginspection_en-GB,,533,Westminster,,,,FALSE,-0.1340067,51.4969244,
414283,01585/0153/0/000,Adare Hotel,Hotel/bed & breakfast/guest house,7842,153 SUSSEX GARDENS,,LONDON,W2 2RY,5,fhrs_5_en-GB,2018-03-20,533,Westminster,0,5,5,FALSE,-0.1726076,51.5148162,
414215,01576/0410/0/000,Adelphi Theatre,Restaurant/Cafe/Canteen,1,"GATTI HOUSE, 410 STRAND",,LONDON,WC2R 0NR,5,fhrs_5_en-GB,2019-11-25,533,Westminster,5,5,5,FALSE,-0.1228015,51.5101538,
412536,00859/0054/0/000,Admiral Duncan Public House,Restaurant/Cafe/Canteen,1,54 OLD COMPTON STREET,,LONDON,W1D 4UD,5,fhrs_5_en-GB,2019-11-25,533,Westminster,0,5,5,FALSE,-0.1322732,51.5128859,
414279,01585/0143/0/000,Admiral Hotel,Hotel/bed & breakfast/guest house,7842,"GROUND FLOOR TO THIRD FLOOR, 143 SUSSEX GARDENS",,LONDON,W2 2RY,1,fhrs_1_en-GB,2022-08-17,533,Westminster,10,15,20,FALSE,-0.1722831,51.515,
412687,00915/0052/0/000,Adrian'S,Restaurant/Cafe/Canteen,1,50-52 BUCKINGHAM PALACE ROAD,,LONDON,SW1W 0RN,5,fhrs_5_en-GB,2020-03-13,533,Westminster,5,5,5,FALSE,-0.1449574,51.4968913,
1013746,17/00410/COMM,Advent International,Restaurant/Cafe/Canteen,1,160 VICTORIA STREET,,LONDON,SW1E 5LB,5,fhrs_5_en-GB,2022-06-20,533,Westminster,0,0,0,FALSE,-0.1434928,51.4967745,
411731,00530/0572/0/000,Ahmed'S Halal Bazar,Retailers - other,4613,572 HARROW ROAD,,LONDON,W10 4NJ,1,fhrs_1_en-GB,2022-02-15,533,Westminster,5,15,20,FALSE,-0.2054189,51.5263387,
412923,00980/0020/0/000,Ain'T Nothin' But,Restaurant/Cafe/Canteen,1,20 KINGLY STREET,,LONDON,W1B 5PZ,5,fhrs_5_en-GB,2020-01-29,533,Westminster,5,0,5,FALSE,-0.139533,51.5129833,
412799,00919/0500/A/000,Akash Rest Limited,Restaurant/Cafe/Canteen,1,500A EDGWARE ROAD,,LONDON,W2 1EJ,1,fhrs_1_en-GB,2022-04-25,533,Westminster,15,15,20,FALSE,-0.1760269,51.5244646,
1214662,19/00609/COMM,Akoko,Restaurant/Cafe/Canteen,1,21 BERNERS STREET,,LONDON,W1T 3LP,5,fhrs_5_en-GB,2021-11-17,533,Westminster,0,5,0,FALSE,-0.136752,51.5179121,
412247,00725/0128/0/000,Al Arez 2,Restaurant/Cafe/Canteen,1,128 BROMPTON ROAD,,LONDON,SW3 1JD,4,fhrs_4_en-GB,2023-01-03,533,Westminster,,,,FALSE,-0.1653174,51.4989742,
412735,00919/0103/0/000,Al Arez Cafe,Restaurant/Cafe/Canteen,1,103 EDGWARE ROAD,,LONDON,W2 2HX,5,fhrs_5_en-GB,2022-06-29,533,Westminster,5,5,5,FALSE,-0.1650314,51.5162564,
751054,00919/0132/0/000,Al Arez Express,Restaurant/Cafe/Canteen,1,132 EDGWARE ROAD,,LONDON,W2 2DZ,4,fhrs_4_en-GB,2022-12-20,533,Westminster,,,,FALSE,-0.1648317,51.5165629,
427954,00919/0011/0/000,Al Balad,Restaurant/Cafe/Canteen,1,11 EDGWARE ROAD,,LONDON,W2 2ER,5,fhrs_5_en-GB,2020-02-24,533,Westminster,5,5,5,FALSE,-0.1617184,51.51402,
1499845,22/00265/COMM,Al Balad,Restaurant/Cafe/Canteen,1,60 EDGWARE ROAD,,LONDON,W2 2EH,5,fhrs_5_en-GB,2022-06-08,533,Westminster,0,5,0,FALSE,-0.1621843,51.5148871,
412940,00987/0048/0/000,Al Basha Restaurant,Restaurant/Cafe/Canteen,1,48 KNIGHTSBRIDGE,,LONDON,SW1X 7JN,2,fhrs_2_en-GB,2023-02-14,533,Westminster,10,15,10,FALSE,-0.1576814,51.5025415,
1518682,22/00356/COMM,Al Bustan Restaurant,Restaurant/Cafe/Canteen,1,21 EDGWARE ROAD,,LONDON,W2 2JE,5,fhrs_5_en-GB,2022-07-26,533,Westminster,5,5,5,FALSE,-0.162461,51.5144598,
411397,00397/0004/0/001,Al Duca Restaurant,Restaurant/Cafe/Canteen,1,"BRAY HOUSE, 4-5 DUKE OF YORK STREET",,LONDON,SW1Y 6LA,4,fhrs_4_en-GB,2022-06-07,533,Westminster,5,5,10,FALSE,-0.1363587,51.5081308,
576390,00189/0003/0/000,Al Farawlah Supermarket,Retailers - other,4613,3 PORCHESTER ROAD,,LONDON,W2 5AD,1,fhrs_1_en-GB,2022-05-24,533,Westminster,15,15,20,FALSE,-0.1878573,51.5162398,
1094437,18/00430/COMM,Al Hamra & Blue Garden Restaurant,Restaurant/Cafe/Canteen,1,"BASEMENT, GROUND FLOOR AND MEZZANINE, GRAND BUILDINGS, 1-3 STRAND",,LONDON,WC2N 5RN,5,fhrs_5_en-GB,2019-11-28,533,Westminster,5,5,5,FALSE,,,
411088,00164/0031/0/000,Al Hamra Restaurant,Restaurant/Cafe/Canteen,1,31-33 SHEPHERD MARKET,,LONDON,W1J 7PT,5,fhrs_5_en-GB,2016-06-03,533,Westminster,5,0,5,FALSE,-0.147123,51.5063679,
414057,01512/0092/0/000,Al Kababgi Mezze & Grill,Restaurant/Cafe/Canteen,1,92 QUEENSWAY,,LONDON,W2 3RR,4,fhrs_4_en-GB,2022-06-15,533,Westminster,5,0,10,FALSE,-0.1874328,51.5131397,
568269,00530/0348/0/001,Al Khalil Supermarket,Retailers - other,4613,348 HARROW ROAD,,LONDON,W9 2HP,5,fhrs_5_en-GB,2022-03-23,533,Westminster,0,0,5,FALSE,-0.1940343,51.5229536,
412423,00808/0052/0/000,Al Madina Supermarket,Retailers - other,4613,"GROUND, 52 CRAWFORD STREET",,LONDON,W1H 4JB,5,fhrs_5_en-GB,2022-02-21,533,Westminster,0,5,5,FALSE,,,
1368052,21/00280/COMM,Al Mansoori Grocery And Restaurant,Restaurant/Cafe/Canteen,1,238 EDGWARE ROAD,,LONDON,W2 1DW,1,fhrs_1_en-GB,2023-03-14,533,Westminster,15,15,20,FALSE,-0.1683146,51.5190747,
902400,16/00251/COMM,Al Maskoof,Restaurant/Cafe/Canteen,1,48 KENDAL STREET,,LONDON,W2 2BP,5,fhrs_5_en-GB,2018-01-20,533,Westminster,0,5,5,FALSE,-0.1652602,51.5150972,
412744,00919/0133/0/000,Al Mustafa,Retailers - other,4613,133 EDGWARE ROAD,,LONDON,W2 2HR,2,fhrs_2_en-GB,2022-02-10,533,Westminster,10,15,10,FALSE,-0.1666413,51.517313,
580306,00189/0015/0/000,Al Noor Supermarket,Retailers - other,4613,15-23 PORCHESTER ROAD,,LONDON,W2 5DP,2,fhrs_2_en-GB,2023-01-12,533,Westminster,10,15,10,FALSE,-0.1880271,51.516683,
411901,00601/0051/0/000,Al Sultan,Restaurant/Cafe/Canteen,1,51-52 HERTFORD STREET,,LONDON,W1J 7ST,4,fhrs_4_en-GB,2022-01-24,533,Westminster,0,5,10,FALSE,-0.1478769,51.5062539,
412070,00640/0075/0/000,Al Sultan,Retailers - other,4613,75 FERNHEAD ROAD,,LONDON,W9 3EA,3,fhrs_3_en-GB,2020-09-22,533,Westminster,10,5,10,FALSE,-0.2012192,51.5286484,
411676,00530/0274/0/000,Al Wadi,Retailers - other,4613,274 HARROW ROAD,,LONDON,W2 5ES,3,fhrs_3_en-GB,2022-12-19,533,Westminster,10,10,10,FALSE,-0.1916632,51.5209477,
414611,06/00060/COMM,Albaraka Supermarket,Retailers - other,4613,"RETAIL UNITS, 123-125 EDGWARE ROAD",,LONDON,W2 2HX,3,fhrs_3_en-GB,2016-05-10,533,Westminster,10,5,10,FALSE,-0.1655899,51.5165771,
414285,01585/0155/0/000,Albro House Hotel,Hotel/bed & breakfast/guest house,7842,155 SUSSEX GARDENS,,LONDON,W2 2RY,5,fhrs_5_en-GB,2022-12-31,533,Westminster,5,5,5,FALSE,-0.1726666,51.5147811,
412727,00919/0061/0/000,Al-Dar Restaurant,Restaurant/Cafe/Canteen,1,61 EDGWARE ROAD,,LONDON,W2 2HZ,4,fhrs_4_en-GB,2022-04-14,533,Westminster,0,10,5,FALSE,-0.1638475,51.5154617,
412762,00919/0228/0/002,Al-Dhiyafa Restaurant,Restaurant/Cafe/Canteen,1,228 EDGWARE ROAD,,LONDON,W2 1DW,5,fhrs_5_en-GB,2022-05-10,533,Westminster,0,0,5,FALSE,-0.1680337,51.5188904,
1320495,21/00047/COMM,Aldi,Retailers - supermarkets/hypermarkets,7840,466-490 EDGWARE ROAD,,LONDON,W2 1EJ,5,fhrs_5_en-GB,2022-01-12,533,Westminster,,,,FALSE,,,
412294,00747/0049/0/000,Aldwych Theatre,Restaurant/Cafe/Canteen,1,49 ALDWYCH,,LONDON,WC2B 4DF,5,fhrs_5_en-GB,2019-11-25,533,Westminster,5,5,5,FALSE,-0.1188621,51.5130763,
1402100,01585/0159/0/000,Alexandra Hotel,Hotel/bed & breakfast/guest house,7842,159-161 SUSSEX GARDENS,,LONDON,W2 2RY,4,fhrs_4_en-GB,2015-07-10,533,Westminster,0,10,5,FALSE,-0.1728136,51.5147115,
412442,00814/0002/0/000,Alfred Dunhill Spa,Restaurant/Cafe/Canteen,1,2-2A DAVIES STREET,,LONDON,W1K 3DJ,5,fhrs_5_en-GB,2022-05-04,533,Westminster,5,5,5,FALSE,-0.1471566,51.5108648,
413901,01451/0010/0/000,Alfred Tennyson,Restaurant/Cafe/Canteen,1,10 MOTCOMB STREET,,LONDON,SW1X 8LA,5,fhrs_5_en-GB,2021-11-18,533,Westminster,5,5,5,FALSE,-0.1564857,51.499681,
412535,00859/0052/0/001,Algerian Coffee Stores,Retailers - other,4613,"GROUND FLOOR, 52 OLD COMPTON STREET",,LONDON,W1D 4PB,4,fhrs_4_en-GB,2020-02-11,533,Westminster,5,5,10,FALSE,-3.446507,56.4827721,
1531162,22/00466/COMM,Alhamra Gardens Restaurant,Restaurant/Cafe/Canteen,1,66-70 BAKER STREET,,LONDON,W1U 7DJ,2,fhrs_2_en-GB,2023-01-24,533,Westminster,10,15,10,FALSE,-0.1559968,51.5192774,
